timestamp,tx_rx,gain,frequency,snr_db,noise_floor_dbm,freq_offset_hz,doppler_hz,jitter_ns,ber,snr_bin,channelnoise_bin,freq_offset_bin,doppler_bin,jitter_bin,ber_bin,packet_success,message,payload_len,payload_len_crc,payload_crc,raw_payload_bytes,whitened_payload_bytes,raw_packet_bytes
2026-05-01T18:39:33.328208,RX,35,915000000.0,38.514206409454346,-59.266093645396076,0.0,0.0,6187.23289046745,1.0,good,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0x0 expected 0xd467,21,6b,00 00,ff c1 f8 24 47 28 72 8b e2 d6 46 f1 63 be f9 cc c8 04 18 72 aa,00 00 03 cc 0b b8 00 00 05 65 17 78 00 15 da ef ca 80 00 00 00,02 b8 db 00 00 03 70 3d a9 5d 70 00 00 03 cc 0b b8 00 00 05 65 17 78 00 15 da ef ca 80 00 00 00
2026-05-01T18:39:34.328004,RX,35,915000000.0,50.191946029663086,-71.09109370413248,0.0,0.0,4382.919702623992,1.0,good,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0x6291 expected 0xa19,21,6b,62 91,ff b2 ec d9 77 40 3a 30 17 6a 46 f3 10 c5 df e6 47 c3 0f 2f 54,00 73 17 31 3b d0 48 bb f0 d9 17 7a 73 6e fc c5 45 47 17 5d fe,02 b8 db 00 00 03 78 3d a8 5d 70 00 73 17 31 3b d0 48 bb f0 d9 17 7a 73 6e fc c5 45 47 17 5d fe
2026-05-01T18:39:34.603626,RX,35,915000000.0,50.099968910217285,-70.98360772158239,0.0,0.0,5763.6591398988185,1.0,good,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0x0 expected 0xacca,21,6b,00 00,ff c1 fb e8 4c 90 c0 b2 6c 82 0d 4c 5a 2b 23 23 02 84 18 72 aa,00 00 00 00 00 00 b2 39 8b 31 5c c5 39 80 00 00 00 00 00 00 00,02 b8 db 00 00 03 78 3d a8 5d 70 00 00 00 00 00 00 b2 39 8b 31 5c c5 39 80 00 00 00 00 00 00 00
2026-05-01T18:39:35.310160,RX,35,915000000.0,47.55202770233154,-68.79123972882611,0.0,0.0,5789.859495161909,1.0,good,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0x0 expected 0x43a9,21,6b,00 00,ff c1 fb e8 54 28 72 8b e5 5c 8c 71 63 af e3 23 1e 44 18 72 aa,00 00 00 00 18 b8 00 00 02 ef dd f8 00 04 c0 00 1c c0 00 00 00,02 b8 db 00 00 03 78 3d a8 5d 70 00 00 00 00 18 b8 00 00 02 ef dd f8 00 04 c0 00 1c c0 00 00 00
2026-05-01T18:39:35.570184,RX,35,915000000.0,46.166672706604004,-67.30022071585691,0.0,0.0,5384.9373168986085,1.0,good,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0x0 expected 0xacca,21,6b,00 00,ff c1 fb e8 4c 90 c0 b2 6c 82 0d 4c 5a 2b 23 23 02 84 18 72 aa,00 00 00 00 00 00 b2 39 8b 31 5c c5 39 80 00 00 00 00 00 00 00,02 b8 db 00 00 03 78 3d a8 5d 70 00 00 00 00 00 00 b2 39 8b 31 5c c5 39 80 00 00 00 00 00 00 00
2026-05-01T18:39:37.276633,RX,35,915000000.0,32.64458656311035,-54.53754782386069,0.0,0.0,5783.1539026890705,1.0,good,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0x0 expected 0x7c50,21,6b,00 00,ff c1 fb b5 ae 34 b7 cb e7 08 a8 00 9a 2b 23 23 02 84 18 72 aa,00 00 00 5d e2 a4 c5 40 00 bb f9 89 f9 80 00 00 00 00 00 00 00,02 b8 db 01 00 03 78 bd a0 5c 70 00 00 00 5d e2 a4 c5 40 00 bb f9 89 f9 80 00 00 00 00 00 00 00
2026-05-01T18:39:37.568494,RX,35,915000000.0,41.7806339263916,-63.65860250143353,0.0,0.0,5637.930495672035,1.0,good,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0x9da1 expected 0x905f,21,6b,9d a1,ff 8a 5d fa 62 68 7b d9 ca 90 00 39 8c 00 95 7a 26 fa 87 3c 90,00 4b a6 12 2e f8 09 52 2d 23 51 b0 ef ab b6 59 24 7e 9f 4e 3a,02 b8 db 00 00 03 78 3d a8 5d 70 00 4b a6 12 2e f8 09 52 2d 23 51 b0 ef ab b6 59 24 7e 9f 4e 3a
2026-05-01T18:39:38.321516,RX,35,915000000.0,47.04625129699707,-68.11522639042596,0.0,0.0,3919.3499606595105,1.0,good,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0x0 expected 0x160e,21,6b,00 00,ff c1 fb e8 4c b7 ea 30 59 08 ba 35 a2 ab 23 23 75 64 18 72 aa,00 00 00 00 00 27 98 bb be bb eb bc c1 00 00 00 77 e0 00 00 00,02 b8 db 00 00 03 78 3d a8 5d 70 00 00 00 00 00 27 98 bb be bb eb bc c1 00 00 00 77 e0 00 00 00
2026-05-01T18:39:38.588547,RX,35,915000000.0,47.17158317565918,-67.93782481966103,0.0,0.0,5760.705681668149,1.0,good,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0x0 expected 0xd091,21,6b,00 00,ff c1 fb d1 cc 91 f8 1c 9d ee bb 80 06 ef ac ef 51 71 3b eb b0,00 00 00 39 80 01 8a 97 7a 5d ea 09 65 44 8f cc 53 f5 23 99 1a,02 b8 db 00 00 03 78 3d a8 5d 70 00 00 00 39 80 01 8a 97 7a 5d ea 09 65 44 8f cc 53 f5 23 99 1a
2026-05-01T18:39:39.261276,RX,35,915000000.0,6.792909502983093,-28.03915441909418,0.0,0.0,6337.824683153582,1.0,poor,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0xa800 expected 0xfb57,21,6b,a8 00,ff dd 3b e8 73 cf 43 82 fb e7 51 89 62 ab 23 22 02 87 eb 65 d2,00 1c c0 00 3f 5f 31 09 1c 54 00 00 01 00 00 01 00 03 f3 17 78,02 b8 db 00 20 03 78 1d a9 5d 60 00 1c c0 00 3f 5f 31 09 1c 54 00 00 01 00 00 01 00 03 f3 17 78
