timestamp,tx_rx,gain,frequency,snr_db,noise_floor_dbm,freq_offset_hz,doppler_hz,jitter_ns,ber,snr_bin,channelnoise_bin,freq_offset_bin,doppler_bin,jitter_bin,ber_bin,packet_success,message,payload_len,payload_len_crc,payload_crc,raw_payload_bytes,whitened_payload_bytes,raw_packet_bytes
2026-04-30T17:45:54.925000,RX,35,915000000.0,14.848101139068604,-43.038549017510974,0.0,0.0,6080.949168348338,1.0,marginal,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0xbeb4 expected 0x33e9,21,6b,be b4,fd 65 8c 5d 91 4e 51 c5 40 00 4a 80 00 c5 42 03 05 1c 9b 87 3b,02 a4 77 b5 dd de 23 4e a7 b3 1b 09 63 6e 61 20 07 98 83 f5 91,02 b8 db 00 00 03 78 3d a8 5d 70 02 a4 77 b5 dd de 23 4e a7 b3 1b 09 63 6e 61 20 07 98 83 f5 91
2026-04-30T17:45:55.879166,RX,35,915000000.0,17.25916624069214,-42.83525127505313,0.0,0.0,4916.004434193949,0.0026221137406131634,marginal,high,low,negligible,low,acceptable,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-04-30T17:45:57.906948,RX,35,915000000.0,12.28050708770752,-39.27260989476927,0.0,0.0,6011.665820472126,0.004152763515258173,marginal,high,low,negligible,low,acceptable,failure,Payload CRC Failed: got 0xfd34 expected 0x261f,21,6b,fd 34,fd 95 c0 00 00 ff 01 00 00 00 1c c0 00 6b 26 70 c9 94 7d b1 5e,02 54 3b e8 4c 6f 73 8b e7 b3 4d 49 63 c0 05 53 cb 10 65 c3 f4,02 b8 db 00 00 03 78 3d a8 5d 70 02 54 3b e8 4c 6f 73 8b e7 b3 4d 49 63 c0 05 53 cb 10 65 c3 f4
2026-04-30T17:45:58.959518,RX,35,915000000.0,12.523643970489502,-39.443865634229525,0.0,0.0,5489.830437039783,0.0026221137406131634,marginal,high,low,negligible,low,acceptable,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-04-30T17:46:01.130555,RX,35,915000000.0,13.87192964553833,-39.53443800994343,0.0,0.0,5374.406482850551,0.003464781969048758,marginal,high,low,negligible,low,acceptable,failure,Payload CRC Failed: got 0x1238 expected 0xce1c,21,6b,12 38,d9 e6 37 e6 2e 0c 01 8a 83 17 40 02 36 a7 e6 6f 51 0f 59 d2 03,26 27 cc 0e 62 9c 73 01 64 a4 11 8b 55 0c c5 4c 53 8b 41 a0 a9,02 b8 db 10 00 13 78 bd b8 5f 70 26 27 cc 0e 62 9c 73 01 64 a4 11 8b 55 0c c5 4c 53 8b 41 a0 a9
2026-04-30T17:46:01.702753,RX,35,915000000.0,14.02186393737793,-39.59001520538612,0.0,0.0,5022.74693913057,0.004152763515258173,marginal,high,low,negligible,low,acceptable,failure,Payload CRC Failed: got 0x46b4 expected 0x4bb8,21,6b,46 b4,fd b2 f2 3f 31 a8 7f 12 39 91 f9 80 00 c5 42 03 05 1c 9b 87 32,02 73 09 d7 7d 38 0d 99 de 22 a8 09 63 6e 61 20 07 98 83 f5 98,02 b8 db 00 00 03 78 3d a8 5d 70 02 73 09 d7 7d 38 0d 99 de 22 a8 09 63 6e 61 20 07 98 83 f5 98
