timestamp,tx_rx,gain,frequency,modulation,snr_db,noise_floor_dbm,freq_offset_hz,doppler_hz,jitter_ns,ber,snr_bin,channelnoise_bin,freq_offset_bin,doppler_bin,jitter_bin,ber_bin,failure_level,packet_success,message,payload_len,payload_len_crc,payload_crc,raw_payload_bytes,whitened_payload_bytes,raw_packet_bytes
2026-05-07T16:10:22.006527,RX,10,915000000.0,BPSK,36.97023391723633,-58.339381335458455,0.0,0.0,5164.076229828135,1.0,good,high,low,negligible,low,poor,CRC payload mismatch failure,failure,Payload CRC Failed: got 0x21c expected 0x3f4f,21,6b,02 1c,fc 59 88 fe 62 6c b7 82 2a 22 c9 20 ae 85 ee b1 d5 f4 87 2f 5a,03 98 73 16 2e fc c5 09 cd 91 98 a9 cd 2e cd 92 d7 70 9f 5d f0,02 b8 db 00 00 03 78 3d a8 5d 70 03 98 73 16 2e fc c5 09 cd 91 98 a9 cd 2e cd 92 d7 70 9f 5d f0
2026-05-07T16:10:22.956336,RX,10,915000000.0,BPSK,36.80550813674927,-58.086834363820884,0.0,0.0,4115.168686894796,1.0,good,high,low,negligible,low,poor,CRC payload mismatch failure,failure,Payload CRC Failed: got 0xeef8 expected 0x533a,21,6b,ee f8,fd b2 cb bf 30 90 5c 77 e7 15 77 eb bc 00 02 03 94 4c cf 0a aa,02 73 30 57 7c 00 2e fc 00 a6 26 62 df ab 21 20 96 c8 d7 78 00,02 b8 db 00 00 03 78 3d a8 5d 70 02 73 30 57 7c 00 2e fc 00 a6 26 62 df ab 21 20 96 c8 d7 78 00
2026-05-07T16:10:23.096378,RX,10,915000000.0,BPSK,39.76442575454712,-61.05146983748593,0.0,0.0,4347.965539804958,1.0,good,high,low,negligible,low,poor,CRC payload mismatch failure,failure,Payload CRC Failed: got 0xbeb4 expected 0x74cb,21,6b,be b4,fd 2e 37 98 00 ff 01 00 00 00 4a 80 00 39 82 03 05 1c 9b 87 3b,02 ef cc 70 4c 6f 73 8b e7 b3 1b 09 63 92 a1 20 07 98 83 f5 91,02 b8 db 00 00 03 78 3d a8 5d 70 02 ef cc 70 4c 6f 73 8b e7 b3 1b 09 63 92 a1 20 07 98 83 f5 91
2026-05-07T16:10:23.914471,RX,10,915000000.0,BPSK,39.784297943115234,-60.39063939256842,0.0,0.0,5654.137554442244,1.0,good,high,low,negligible,low,poor,CRC payload mismatch failure,failure,Payload CRC Failed: got 0xbd08 expected 0xea02,21,6b,bd 08,ff c5 40 00 00 ff 01 8f c0 01 77 eb be 47 e6 6f 51 1c a3 87 3b,00 04 bb e8 4c 6f 73 04 27 b2 26 62 dd ec c5 4c 53 98 bb f5 91,02 b8 db 00 00 03 78 3d a8 5d 70 00 04 bb e8 4c 6f 73 04 27 b2 26 62 dd ec c5 4c 53 98 bb f5 91
2026-05-07T16:10:24.052667,RX,10,915000000.0,BPSK,39.61081504821777,-61.13859042336688,0.0,0.0,5690.59648980115,1.0,good,high,low,negligible,low,poor,CRC payload mismatch failure,failure,Payload CRC Failed: got 0xeef8 expected 0x658e,21,6b,ee f8,fd bf 40 00 00 fc 5c 77 e7 15 77 eb bc 00 02 03 94 4c cf 0a aa,02 7e bb e8 4c 6c 2e fc 00 a6 26 62 df ab 21 20 96 c8 d7 78 00,02 b8 db 00 00 03 78 3d a8 5d 70 02 7e bb e8 4c 6c 2e fc 00 a6 26 62 df ab 21 20 96 c8 d7 78 00
2026-05-07T16:10:24.914734,RX,10,915000000.0,BPSK,36.66958808898926,-58.19333179628921,0.0,0.0,7153.3534583549945,1.0,good,high,low,negligible,low,poor,CRC payload mismatch failure,failure,Payload CRC Failed: got 0xbeb4 expected 0xcc39,21,6b,be b4,fd 65 8b bf 31 a8 7f 12 39 8a d9 18 a9 39 82 03 05 1c 9b 87 3b,02 a4 70 57 7d 38 0d 99 de 39 88 91 ca 92 a1 20 07 98 83 f5 91,02 b8 db 00 00 03 78 3d a8 5d 70 02 a4 70 57 7d 38 0d 99 de 39 88 91 ca 92 a1 20 07 98 83 f5 91
2026-05-07T16:10:25.924570,RX,10,915000000.0,BPSK,37.786595821380615,-58.82416294536688,0.0,0.0,4761.573270015288,1.0,good,high,low,negligible,low,poor,CRC payload mismatch failure,failure,Payload CRC Failed: got 0xeef8 expected 0x658e,21,6b,ee f8,fd bf 40 00 00 fc 5c 77 e7 15 77 eb bc 00 02 03 94 4c cf 0a aa,02 7e bb e8 4c 6c 2e fc 00 a6 26 62 df ab 21 20 96 c8 d7 78 00,02 b8 db 00 00 03 78 3d a8 5d 70 02 7e bb e8 4c 6c 2e fc 00 a6 26 62 df ab 21 20 96 c8 d7 78 00
2026-05-07T16:10:26.055994,RX,10,915000000.0,BPSK,39.52361345291138,-61.17693819647923,0.0,0.0,7486.959478636712,1.0,good,high,low,negligible,low,poor,CRC payload mismatch failure,failure,Payload CRC Failed: got 0x1a1 expected 0x347e,21,6b,01 a1,fd 2e 37 98 00 ff 01 00 00 00 00 02 46 ef cc 67 51 03 03 87 30,02 ef cc 70 4c 6f 73 8b e7 b3 51 8b 25 44 ef 44 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 ef cc 70 4c 6f 73 8b e7 b3 51 8b 25 44 ef 44 53 87 1b f5 9a
2026-05-07T16:10:26.883465,RX,10,915000000.0,BPSK,37.62286186218262,-59.030837794068354,0.0,0.0,3968.8422246896066,1.0,good,high,low,negligible,low,poor,CRC payload mismatch failure,failure,Payload CRC Failed: got 0xbd08 expected 0x883,21,6b,bd 08,fc 30 9f 98 00 ff 01 c5 40 00 5d dd fc 00 09 bf c0 c3 03 87 3b,03 f1 64 70 4c 6f 73 4e a7 b3 0c 54 9f ab 2a 9c c2 47 1b f5 91,02 b8 db 00 00 03 78 3d a8 5d 70 03 f1 64 70 4c 6f 73 4e a7 b3 0c 54 9f ab 2a 9c c2 47 1b f5 91
2026-05-07T16:10:28.982711,RX,10,915000000.0,BPSK,38.206777572631836,-59.875090522089884,0.0,0.0,4937.884083756761,1.0,good,high,low,negligible,low,poor,CRC payload mismatch failure,failure,Payload CRC Failed: got 0x1a1 expected 0x8d61,21,6b,01 a1,fd 65 c0 00 00 ff 01 00 00 00 00 02 46 ef cc 67 51 03 03 87 30,02 a4 3b e8 4c 6f 73 8b e7 b3 51 8b 25 44 ef 44 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 a4 3b e8 4c 6f 73 8b e7 b3 51 8b 25 44 ef 44 53 87 1b f5 9a
2026-05-07T16:10:30.027686,RX,10,915000000.0,BPSK,36.3547420501709,-58.225384062086675,0.0,0.0,5540.178827090928,1.0,good,high,low,negligible,low,poor,CRC payload mismatch failure,failure,Payload CRC Failed: got 0x1a1 expected 0x15f1,21,6b,01 a1,fd 2c 40 00 00 ff 01 00 00 00 00 02 73 31 53 cf 51 03 03 87 30,02 ed bb e8 4c 6f 73 8b e7 b3 51 8b 10 9a 70 ec 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 ed bb e8 4c 6f 73 8b e7 b3 51 8b 10 9a 70 ec 53 87 1b f5 9a
2026-05-07T16:10:30.999032,RX,10,915000000.0,BPSK,36.14128828048706,-58.25842752759606,0.0,0.0,5307.092733228247,0.009368366031710429,good,high,low,negligible,low,acceptable,N/A,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-05-07T16:10:31.855142,RX,10,915000000.0,BPSK,40.31415939331055,-61.172855153667236,0.0,0.0,3763.683817393152,0.009668672164379277,good,high,low,negligible,low,acceptable,CRC payload mismatch failure,failure,Payload CRC Failed: got 0xbeb4 expected 0x7ae1,21,6b,be b4,fd 2e 37 98 00 ff 01 00 00 00 4a 80 00 c5 42 03 05 1c 9b 87 3b,02 ef cc 70 4c 6f 73 8b e7 b3 1b 09 63 6e 61 20 07 98 83 f5 91,02 b8 db 00 00 03 78 3d a8 5d 70 02 ef cc 70 4c 6f 73 8b e7 b3 1b 09 63 6e 61 20 07 98 83 f5 91
2026-05-07T16:10:32.863873,RX,10,915000000.0,BPSK,35.940444469451904,-58.6507916314347,0.0,0.0,7463.229973772882,0.009946631052635158,good,high,low,negligible,low,acceptable,CRC payload mismatch failure,failure,Payload CRC Failed: got 0x0 expected 0xd126,21,6b,00 00,ff c1 fb d1 cc 91 f8 1a 55 08 a8 02 76 a7 77 de 02 84 18 72 aa,00 00 00 39 80 01 8a 91 b2 bb f9 8b 15 0c 54 fd 00 00 00 00 00,02 b8 db 00 00 03 78 3d a8 5d 70 00 00 00 39 80 01 8a 91 b2 bb f9 8b 15 0c 54 fd 00 00 00 00 00
2026-05-07T16:10:32.995788,RX,10,915000000.0,BPSK,35.940444469451904,-58.6507916314347,0.0,0.0,7463.229973772882,0.010205334462160764,good,high,low,negligible,low,poor,CRC payload mismatch failure,failure,Payload CRC Failed: got 0xefc0 expected 0x8e4d,21,6b,ef c0,ff c1 fb d7 15 c3 c0 91 ee ee bb ce 63 ae fc bb b7 5a 18 72 aa,00 00 00 3f 59 53 b2 1a 09 5d ea 47 00 05 df 98 b5 de 00 00 00,02 b8 db 00 00 03 78 3d a8 5d 70 00 00 00 3f 59 53 b2 1a 09 5d ea 47 00 05 df 98 b5 de 00 00 00
2026-05-07T16:10:33.892579,RX,10,915000000.0,BPSK,36.835386753082275,-57.96296921593274,0.0,0.0,4131.099004506341,0.010447274145535257,good,high,low,negligible,low,poor,CRC payload mismatch failure,failure,Payload CRC Failed: got 0x46b4 expected 0x46dc,21,6b,46 b4,fd bf 40 00 00 ff 01 8f c0 00 4a 80 00 c5 42 03 05 1c 9b 87 32,02 7e bb e8 4c 6f 73 04 27 b3 1b 09 63 6e 61 20 07 98 83 f5 98,02 b8 db 00 00 03 78 3d a8 5d 70 02 7e bb e8 4c 6f 73 04 27 b3 1b 09 63 6e 61 20 07 98 83 f5 98
2026-05-07T16:10:34.031175,RX,10,915000000.0,BPSK,32.35685348510742,-54.41641756151092,0.0,0.0,5232.5075099677915,0.010674487676374578,good,high,low,negligible,low,poor,CRC payload mismatch failure,failure,Payload CRC Failed: got 0x1a1 expected 0x8c3b,21,6b,01 a1,fd 65 c0 00 00 ff 01 00 00 00 00 02 73 31 53 cf 51 03 03 87 30,02 a4 3b e8 4c 6f 73 8b e7 b3 51 8b 10 9a 70 ec 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 a4 3b e8 4c 6f 73 8b e7 b3 51 8b 10 9a 70 ec 53 87 1b f5 9a
2026-05-07T16:10:34.891824,RX,10,915000000.0,BPSK,38.48442554473877,-60.41549730397705,0.0,0.0,6226.611553039235,0.008288281585702717,good,high,low,negligible,low,acceptable,N/A,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-05-07T16:10:35.021052,RX,10,915000000.0,BPSK,37.02877759933472,-58.075804221421905,0.0,0.0,6232.259966253139,0.006967382224566276,good,high,low,negligible,low,acceptable,N/A,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-05-07T16:10:35.903902,RX,10,915000000.0,BPSK,39.900500774383545,-60.9225724815963,0.0,0.0,4461.199654936171,0.007160302552142839,good,high,low,negligible,low,acceptable,CRC payload mismatch failure,failure,Payload CRC Failed: got 0xeef8 expected 0x533a,21,6b,ee f8,fd b2 cb bf 30 90 5c 77 e7 15 77 eb bc 00 02 03 94 4c cf 0a aa,02 73 30 57 7c 00 2e fc 00 a6 26 62 df ab 21 20 96 c8 d7 78 00,02 b8 db 00 00 03 78 3d a8 5d 70 02 73 30 57 7c 00 2e fc 00 a6 26 62 df ab 21 20 96 c8 d7 78 00
2026-05-07T16:10:36.030383,RX,10,915000000.0,BPSK,39.900500774383545,-60.9225724815963,0.0,0.0,4461.199654936171,0.007343773521480634,good,high,low,negligible,low,acceptable,CRC payload mismatch failure,failure,Payload CRC Failed: got 0xbeb4 expected 0x7ae1,21,6b,be b4,fd 2e 37 98 00 ff 01 00 00 00 4a 80 00 c5 42 03 05 1c 9b 87 3b,02 ef cc 70 4c 6f 73 8b e7 b3 1b 09 63 6e 61 20 07 98 83 f5 91,02 b8 db 00 00 03 78 3d a8 5d 70 02 ef cc 70 4c 6f 73 8b e7 b3 1b 09 63 6e 61 20 07 98 83 f5 91
2026-05-07T16:10:36.955229,RX,10,915000000.0,BPSK,37.38509654998779,-58.65699373586481,0.0,0.0,4903.441979268279,0.007518676229124721,good,high,low,negligible,low,acceptable,CRC payload mismatch failure,failure,Payload CRC Failed: got 0x1a1 expected 0x8c3b,21,6b,01 a1,fd 65 c0 00 00 ff 01 00 00 00 00 02 73 31 53 cf 51 03 03 87 30,02 a4 3b e8 4c 6f 73 8b e7 b3 51 8b 10 9a 70 ec 53 87 1b f5 9a,02 b8 db 00 00 03 b8 3d a8 5d 70 02 a4 3b e8 4c 6f 73 8b e7 b3 51 8b 10 9a 70 ec 53 87 1b f5 9a
2026-05-07T16:10:37.948356,RX,10,915000000.0,BPSK,39.9831485748291,-61.11824312504381,0.0,0.0,5029.509835372801,0.007685774070636975,good,high,low,negligible,low,acceptable,CRC payload mismatch failure,failure,Payload CRC Failed: got 0xdfa8 expected 0x35c8,21,6b,df a8,ff c5 40 00 00 ff 01 8f c0 01 f9 89 1a 2e fd 5a 8e a3 92 f0 45,00 04 bb e8 4c 6f 73 04 27 b2 a8 00 79 85 de 79 8c 27 8a 82 ef,02 b8 db 00 00 03 78 3d a8 5d 70 00 04 bb e8 4c 6f 73 04 27 b2 a8 00 79 85 de 79 8c 27 8a 82 ef
2026-05-07T16:10:38.077813,RX,10,915000000.0,BPSK,39.27477836608887,-60.83445065094917,0.0,0.0,5593.7609519200905,0.007845732808725137,good,high,low,negligible,low,acceptable,CRC payload mismatch failure,failure,Payload CRC Failed: got 0x1a1 expected 0x900,21,6b,01 a1,fd 2c 40 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 ed bb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 ed bb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-05-07T16:10:38.960824,RX,10,915000000.0,BPSK,38.900578022003174,-60.8893166832471,0.0,0.0,3706.7074243934926,0.00799913653923534,good,high,low,negligible,low,acceptable,CRC payload mismatch failure,failure,Payload CRC Failed: got 0xeef8 expected 0x658e,21,6b,ee f8,fd bf 40 00 00 fc 5c 77 e7 15 77 eb bc 00 02 03 94 4c cf 0a aa,02 7e bb e8 4c 6c 2e fc 00 a6 26 62 df ab 21 20 96 c8 d7 78 00,02 b8 db 00 00 03 78 3d a8 5d 70 02 7e bb e8 4c 6c 2e fc 00 a6 26 62 df ab 21 20 96 c8 d7 78 00
2026-05-07T16:10:41.020138,RX,10,915000000.0,BPSK,38.5637092590332,-60.26394210744051,0.0,0.0,5150.864349930737,0.008146500521742261,good,high,low,negligible,low,acceptable,CRC payload mismatch failure,failure,Payload CRC Failed: got 0x1a1 expected 0x15f1,21,6b,01 a1,fd 2c 40 00 00 ff 01 00 00 00 00 02 73 31 53 cf 51 03 03 87 30,02 ed bb e8 4c 6f 73 8b e7 b3 51 8b 10 9a 70 ec 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 ed bb e8 4c 6f 73 8b e7 b3 51 8b 10 9a 70 ec 53 87 1b f5 9a
2026-05-07T16:10:42.705745,RX,10,915000000.0,BPSK,38.71675252914429,-60.0652594532733,0.0,0.0,4957.564446258058,0.008288281585702717,good,high,low,negligible,low,acceptable,CRC payload length mismatch failure,failure,Length field FEC decode failed (CRC-8 mismatch after Viterbi),21,00,00 00,,,
