timestamp,tx_rx,gain,frequency,snr_db,noise_floor_dbm,freq_offset_hz,doppler_hz,jitter_ns,ber,snr_bin,channelnoise_bin,freq_offset_bin,doppler_bin,jitter_bin,ber_bin,packet_success,message,payload_len,payload_len_crc,payload_crc,raw_payload_bytes,whitened_payload_bytes,raw_packet_bytes
2026-05-01T19:09:20.974233,RX,35,915000000.0,29.14008140563965,-50.24970359114314,0.0,0.0,4914.9627339809795,0.0,good,high,low,negligible,low,excellent,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-05-01T19:09:21.212127,RX,35,915000000.0,28.724703788757324,-50.02338881764821,0.0,0.0,4858.747304948294,0.0,good,high,low,negligible,low,excellent,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-05-01T19:09:21.940399,RX,35,915000000.0,29.149281978607178,-50.04381173084805,0.0,0.0,4077.260009875964,0.0,good,high,low,negligible,low,excellent,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-05-01T19:09:22.223208,RX,35,915000000.0,29.080142974853516,-50.07918251644615,0.0,0.0,4030.234953333962,0.0,good,high,low,negligible,low,excellent,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-05-01T19:09:22.987852,RX,35,915000000.0,29.476733207702637,-50.26978404661967,0.0,0.0,3902.091669348984,0.0,good,high,low,negligible,low,excellent,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-05-01T19:09:23.245660,RX,35,915000000.0,29.362127780914307,-51.07490157348863,0.0,0.0,4176.391586894146,0.0,good,high,low,negligible,low,excellent,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-05-01T19:09:23.942234,RX,35,915000000.0,29.53361749649048,-50.90054198462215,0.0,0.0,4209.373118695545,0.0,good,high,low,negligible,low,excellent,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-05-01T19:09:24.268147,RX,35,915000000.0,29.276227951049805,-50.79672971378219,0.0,0.0,4569.766045074303,0.0,good,high,low,negligible,low,excellent,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-05-01T19:09:25.014148,RX,35,915000000.0,28.89120578765869,-50.19511044958783,0.0,0.0,4938.702655296004,0.0,good,high,low,negligible,low,excellent,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-05-01T19:09:25.297701,RX,35,915000000.0,28.926091194152832,-50.036657566280205,0.0,0.0,5047.1911960141115,0.0,good,high,low,negligible,low,excellent,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-05-01T19:09:26.061029,RX,35,915000000.0,28.339698314666748,-49.901788564514504,0.0,0.0,5628.118108496706,0.0,good,high,low,negligible,low,excellent,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-05-01T19:09:26.336062,RX,35,915000000.0,28.464903831481934,-49.952914279231905,0.0,0.0,5753.508437886433,0.0,good,high,low,negligible,low,excellent,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-05-01T19:09:26.998610,RX,35,915000000.0,28.702399730682373,-50.043829654414445,0.0,0.0,7850.533013795069,0.0,good,high,low,negligible,low,excellent,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-05-01T19:09:27.295938,RX,35,915000000.0,28.500733375549316,-49.88324105143932,0.0,0.0,7967.676601913215,0.0,good,high,low,negligible,low,excellent,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-05-01T19:09:28.038153,RX,35,915000000.0,28.138573169708252,-49.876973993323816,0.0,0.0,5422.196767077796,0.0,good,high,low,negligible,low,excellent,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
2026-05-01T19:09:28.293018,RX,35,915000000.0,28.123013973236084,-49.97150679116758,0.0,0.0,5369.11507471303,0.0,good,high,low,negligible,low,excellent,success,"HEARTBEAT {type : 2, autopilot : 3, base_mode : 81, custom_mode : 0, system_status : 3, mavlink_version : 3}",21,6b,01 a1,fd 09 00 00 00 ff 01 00 00 00 00 00 00 00 02 03 51 03 03 87 30,02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 fb e8 4c 6f 73 8b e7 b3 51 89 63 ab 21 20 53 87 1b f5 9a
