timestamp,tx_rx,gain,frequency,snr_db,noise_floor_dbm,freq_offset_hz,doppler_hz,jitter_ns,ber,snr_bin,channelnoise_bin,freq_offset_bin,doppler_bin,jitter_bin,ber_bin,packet_success,message,payload_len,payload_len_crc,payload_crc,raw_payload_bytes,whitened_payload_bytes,raw_packet_bytes
2026-05-01T18:44:01.576092,RX,35,915000000.0,38.63253355026245,-61.27429066727608,0.0,0.0,5873.428817108078,1.0,good,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0xeef8 expected 0x1476,21,6b,ee f8,fd bf 40 00 00 ff 01 8f c0 00 4a 80 00 c5 42 03 94 4c cf 0a aa,02 7e bb e8 4c 6f 73 04 27 b3 1b 09 63 6e 61 20 96 c8 d7 78 00,02 b8 db 00 00 03 78 3d a8 5d 70 02 7e bb e8 4c 6f 73 04 27 b3 1b 09 63 6e 61 20 96 c8 d7 78 00
2026-05-01T18:44:04.274965,RX,35,915000000.0,51.310200691223145,-71.96937805164403,0.0,0.0,2805.7783216008297,1.0,good,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0x4734 expected 0x4692,21,6b,47 34,fd 62 b8 a8 4e 9d a0 b2 38 00 4e 62 a1 91 cc 61 33 a7 6e 31 66,02 a3 43 40 02 0d d2 39 df b3 1f eb c2 3a ef 42 31 23 76 43 cc,02 b8 db 00 02 03 78 2d a9 5d 60 02 a3 43 40 02 0d d2 39 df b3 1f eb c2 3a ef 42 31 23 76 43 cc
2026-05-01T18:44:04.349445,RX,35,915000000.0,51.310200691223145,-71.96937805164403,0.0,0.0,2805.7783216008297,1.0,good,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0x0 expected 0xffff,0,00,00 00,,,02 b8 db 00 00 00 00 00 00 00 00
2026-05-01T18:44:05.537838,RX,35,915000000.0,53.5866641998291,-74.34013886000133,0.0,0.0,5704.19014778825,1.0,good,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0x1a1 expected 0x8c3b,21,6b,01 a1,fd 65 c0 00 00 ff 01 00 00 00 00 02 73 31 53 cf 51 03 03 87 30,02 a4 3b e8 4c 6f 73 8b e7 b3 51 8b 10 9a 70 ec 53 87 1b f5 9a,02 b8 db 00 00 03 78 3d a8 5d 70 02 a4 3b e8 4c 6f 73 8b e7 b3 51 8b 10 9a 70 ec 53 87 1b f5 9a
2026-05-01T18:44:06.377840,RX,35,915000000.0,48.86221408843994,-70.10905693720242,0.0,0.0,5162.42173036224,1.0,good,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0xbd08 expected 0xc305,21,6b,bd 08,ff c1 fb d7 7e 7f 01 8f c0 01 77 eb be 47 e6 6f 51 1c a3 87 3b,00 00 00 3f 32 ef 73 04 27 b2 26 62 dd ec c5 4c 53 98 bb f5 91,02 b8 db 00 00 03 78 3d a8 5d 70 00 00 00 3f 32 ef 73 04 27 b2 26 62 dd ec c5 4c 53 98 bb f5 91
2026-05-01T18:44:07.425200,RX,35,915000000.0,51.91445827484131,-72.89705451679613,0.0,0.0,5285.3662158434145,1.0,good,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0x0 expected 0xd04c,21,6b,00 00,ff c1 fb f4 8d 4e 51 e6 1d f9 df 80 01 09 cc 63 0c e6 dd 3c c8,00 00 00 1c c1 de 23 6d fa 4a 8e 09 62 a2 ef 40 0e 62 c5 4e 62,02 b8 db 00 00 03 78 3d a8 5d 70 00 00 00 1c c1 de 23 6d fa 4a 8e 09 62 a2 ef 40 0e 62 c5 4e 62
2026-05-01T18:44:09.422168,RX,35,915000000.0,43.47801208496094,-64.75873786156092,0.0,0.0,4843.604557385028,1.0,good,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0x55d2 expected 0x342,21,6b,55 d2,fd 09 40 00 00 ff 01 00 00 00 00 02 73 31 53 cf 51 03 03 87 32,02 c8 bb e8 4c 6f 73 8b e7 b3 51 8b 10 9a 70 ec 53 87 1b f5 98,02 b8 db 00 00 03 78 3d a8 5d 70 02 c8 bb e8 4c 6f 73 8b e7 b3 51 8b 10 9a 70 ec 53 87 1b f5 98
2026-05-01T18:44:10.524351,RX,35,915000000.0,53.28242778778076,-74.04403548802632,0.0,0.0,5392.588869067436,1.0,good,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0xbeb4 expected 0x3b20,21,6b,be b4,fd 2e 37 98 00 ff 01 00 00 00 00 02 73 31 77 dd be d0 9b 87 3b,02 ef cc 70 4c 6f 73 8b e7 b3 51 8b 10 9a 54 fe bc 54 83 f5 91,02 b8 db 00 00 03 78 3d a8 5d 70 02 ef cc 70 4c 6f 73 8b e7 b3 51 8b 10 9a 54 fe bc 54 83 f5 91
2026-05-01T18:44:10.594206,RX,35,915000000.0,43.80676746368408,-65.31790137672874,0.0,0.0,7195.1363124957725,1.0,good,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0x0 expected 0xffff,0,00,00 00,,,02 b8 db 00 00 00 00 00 00 00 00
2026-05-01T18:44:11.554325,RX,35,915000000.0,52.00495719909668,-72.89440708869796,0.0,0.0,4449.34126943225,1.0,good,high,low,negligible,low,poor,failure,Payload CRC Failed: got 0xdfa8 expected 0x35c8,21,6b,df a8,ff c5 40 00 00 ff 01 8f c0 01 f9 89 1a 2e fd 5a 8e a3 92 f0 45,00 04 bb e8 4c 6f 73 04 27 b2 a8 00 79 85 de 79 8c 27 8a 82 ef,02 b8 db 00 00 03 78 3d a8 5d 70 00 04 bb e8 4c 6f 73 04 27 b2 a8 00 79 85 de 79 8c 27 8a 82 ef
