timestamp,direction,payload_len,payload_len_crc,payload_crc,raw_payload_bytes,whitened_payload_bytes,packet_bytes,message
2026-03-06T11:48:30.221246,RX,44,c4,a3 10,fd 20 00 00 20 ef 09 6c 10 48 f8 44 90 75 10 90 c1 62 04 09 50 00 00 04 80 00 08 48 12 04 5a 5e 14 28 bd d7 02 da 0d f1 79 33 91 5f,02 e1 fb e8 6c 7f 7b e7 f7 fb a9 cd f3 de 33 b3 c3 e6 1c 7b fa 61 2f 3f d1 a8 ed 7f 5b ff 93 94 18 30 ee fb ff 9f ee 6b 9f c2 cc ef,02 b8 db 00 2c 00 2c 00 2d c4 02 e1 fb e8 6c 7f 7b e7 f7 fb a9 cd f3 de 33 b3 c3 e6 1c 7b fa 61 2f 3f d1 a8 ed 7f 5b ff 93 94 18 30 ee fb ff 9f ee 6b 9f c2 cc ef,Payload CRC Failed: got 0xa310 expected 0x66fd
2026-03-06T11:48:45.208040,RX,0,cc,,,,,Length CRC Failed: got 0xcc expected 0xc4
2026-03-06T11:49:05.217657,RX,0,62,,,,,Length CRC Failed: got 0x62 expected 0xba
2026-03-06T11:49:35.245875,RX,44,c4,e8 c4,fd 20 00 00 00 ff 01 4c 00 00 00 00 80 3f 00 00 80 40 00 00 10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 b0 00 01 01 ee 8b,02 e1 fb e8 4c 6f 73 c7 e7 b3 51 89 e3 94 23 23 82 c4 18 72 ba 61 2f 3b 51 a8 e5 37 49 fb c9 ca 0c 18 53 2c fd 47 53 9a e7 f0 b3 3b,02 b8 db 00 2c 00 2c 00 2c c4 02 e1 fb e8 4c 6f 73 c7 e7 b3 51 89 e3 94 23 23 82 c4 18 72 ba 61 2f 3b 51 a8 e5 37 49 fb c9 ca 0c 18 53 2c fd 47 53 9a e7 f0 b3 3b,Payload CRC Failed: got 0xe8c4 expected 0x8db0
2026-03-06T11:49:40.249302,RX,44,c4,e8 c4,fd 20 00 00 00 ff 01 4c 00 00 00 00 80 3f 00 00 80 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 b0 00 01 01 ee 8b,02 e1 fb e8 4c 6f 73 c7 e7 b3 51 89 e3 94 23 23 82 c4 18 72 aa 61 2f 3b 51 a8 e5 37 49 fb c9 ca 0c 18 53 2c fd 45 53 9a e7 f0 b3 3b,02 b8 db 00 2c 00 2c 00 2c c4 02 e1 fb e8 4c 6f 73 c7 e7 b3 51 89 e3 94 23 23 82 c4 18 72 aa 61 2f 3b 51 a8 e5 37 49 fb c9 ca 0c 18 53 2c fd 45 53 9a e7 f0 b3 3b,Success
2026-03-06T11:49:45.250350,RX,44,c4,e8 c4,fd 20 00 00 00 ff 01 4c 00 00 00 00 80 3f 00 00 80 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 b0 00 01 01 ee 8b,02 e1 fb e8 4c 6f 73 c7 e7 b3 51 89 e3 94 23 23 82 c4 18 72 aa 61 2f 3b 51 a8 e5 37 49 fb c9 ca 0c 18 53 2c fd 45 53 9a e7 f0 b3 3b,02 b8 db 00 2c 00 2c 00 2c c4 02 e1 fb e8 4c 6f 73 c7 e7 b3 51 89 e3 94 23 23 82 c4 18 72 aa 61 2f 3b 51 a8 e5 37 49 fb c9 ca 0c 18 53 2c fd 45 53 9a e7 f0 b3 3b,Success
2026-03-06T11:49:50.253348,RX,44,c4,e8 c4,fd 20 00 00 00 ff 01 4c 00 00 00 00 80 3f 00 00 80 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 b0 00 01 01 ee 8b,02 e1 fb e8 4c 6f 73 c7 e7 b3 51 89 e3 94 23 23 82 c4 18 72 aa 61 2f 3b 51 a8 e5 37 49 fb c9 ca 0c 18 53 2c fd 45 53 9a e7 f0 b3 3b,02 b8 db 00 2c 00 2c 00 2c c4 02 e1 fb e8 4c 6f 73 c7 e7 b3 51 89 e3 94 23 23 82 c4 18 72 aa 61 2f 3b 51 a8 e5 37 49 fb c9 ca 0c 18 53 2c fd 45 53 9a e7 f0 b3 3b,Success
2026-03-06T11:50:10.264055,RX,44,c4,e8 c4,fd 20 00 00 00 ff 01 4c 00 00 00 00 80 3f 00 00 80 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 b0 00 01 01 ee 8b,02 e1 fb e8 4c 6f 73 c7 e7 b3 51 89 e3 94 23 23 82 c4 18 72 aa 61 2f 3b 51 a8 e5 37 49 fb c9 ca 0c 18 53 2c fd 45 53 9a e7 f0 b3 3b,02 b8 db 00 2c 00 2c 00 2c c4 02 e1 fb e8 4c 6f 73 c7 e7 b3 51 89 e3 94 23 23 82 c4 18 72 aa 61 2f 3b 51 a8 e5 37 49 fb c9 ca 0c 18 53 2c fd 45 53 9a e7 f0 b3 3b,Success
2026-03-06T11:50:15.268127,RX,44,c4,e8 c4,fd 20 00 00 00 ff 01 4c 00 00 00 00 80 3f 00 00 80 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 b0 00 01 01 ee 8b,02 e1 fb e8 4c 6f 73 c7 e7 b3 51 89 e3 94 23 23 82 c4 18 72 aa 61 2f 3b 51 a8 e5 37 49 fb c9 ca 0c 18 53 2c fd 45 53 9a e7 f0 b3 3b,02 b8 db 00 2c 00 2c 00 2c c4 02 e1 fb e8 4c 6f 73 c7 e7 b3 51 89 e3 94 23 23 82 c4 18 72 aa 61 2f 3b 51 a8 e5 37 49 fb c9 ca 0c 18 53 2c fd 45 53 9a e7 f0 b3 3b,Success
2026-03-06T11:50:25.276509,RX,44,c4,e8 c4,fd 20 00 00 00 ff 01 4c 00 00 00 00 80 3f 00 00 80 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 b0 00 01 01 ee 8b,02 e1 fb e8 4c 6f 73 c7 e7 b3 51 89 e3 94 23 23 82 c4 18 72 aa 61 2f 3b 51 a8 e5 37 49 fb c9 ca 0c 18 53 2c fd 45 53 9a e7 f0 b3 3b,02 b8 db 00 2c 00 2c 00 2c c4 02 e1 fb e8 4c 6f 73 c7 e7 b3 51 89 e3 94 23 23 82 c4 18 72 aa 61 2f 3b 51 a8 e5 37 49 fb c9 ca 0c 18 53 2c fd 45 53 9a e7 f0 b3 3b,Success
