timestamp,snr_db,noise_floor_dbm,freq_offset_hz,doppler_hz,jitter_ns,ber,packet_success,SNR,ChannelNoise,FreqOffset,Doppler,Jitter,BER,PacketSuccess
2026-03-06T11:48:30.220625,45.21796703338623,-93.18308789719364,0.0,0.0,5904.587319225583,1.0,failure,good,moderate,low,negligible,low,poor,failure
2026-03-06T11:48:45.206626,44.370856285095215,-93.02953346484526,0.0,0.0,5924.420939620902,1.0,failure,good,moderate,low,negligible,low,poor,failure
2026-03-06T11:49:05.216162,53.88206958770752,-89.65578064205738,0.0,0.0,5742.695715685256,1.0,failure,good,moderate,low,negligible,low,poor,failure
2026-03-06T11:49:35.245495,50.06241798400879,-93.4857585623271,0.0,0.0,5733.073487449788,1.0,failure,good,moderate,low,negligible,low,poor,failure
2026-03-06T11:49:40.248909,60.058016777038574,-93.65639734617665,0.0,0.0,5770.675707117979,0.006077810657252658,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:49:45.249154,58.66182327270508,-90.39205962004013,0.0,0.0,5758.4925450147375,0.004152763515258173,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:49:50.252293,53.28751087188721,-89.61243452918214,0.0,0.0,5851.692223083966,0.0032043167760212876,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:50:10.263692,53.79565715789795,-90.34311811931083,0.0,0.0,5849.238702459611,0.0026221137406131634,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:50:15.267613,53.78742218017578,-90.31453565234555,0.0,0.0,5766.342379384562,0.00222398790584577,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:50:25.276117,55.66581726074219,-89.28420767504136,0.0,0.0,5699.394998776957,0.00193307474426474,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:50:50.306887,54.05360221862793,-88.79529888257777,0.0,0.0,5897.253665290178,0.0017106001156492745,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:51:10.319676,55.26376247406006,-89.48331866106152,0.0,0.0,5759.54269198245,0.0015346738640713564,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:51:15.319359,55.74635982513428,-90.09715064399495,0.0,0.0,5696.8061413003925,0.001391927263785564,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:51:20.324463,55.45856952667236,-89.62902259482323,0.0,0.0,5727.308687370485,0.0012737041971717655,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:51:25.327137,54.943132400512695,-89.04555599864686,0.0,0.0,5784.228812552142,0.0011741394321419518,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:51:40.331665,54.8937463760376,-92.19042562670593,0.0,0.0,5735.211629674215,0.0010891113072000191,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:51:45.334331,54.837141036987305,-92.25391827942674,0.0,0.0,5753.497122598322,0.0010156353573036458,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:51:50.336782,54.682679176330566,-92.05885651215846,0.0,0.0,5734.156901796518,0.0009514956326549528,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:51:55.342389,54.31363582611084,-91.74649296729129,0.0,0.0,5881.098370168537,0.0011560798966899766,failure,good,moderate,low,negligible,low,acceptable,failure
2026-03-06T11:52:00.342106,52.99142360687256,-90.85848352700413,0.0,0.0,5878.953001510832,0.0010891113072000191,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:52:20.351849,51.70011520385742,-88.97930380067008,0.0,0.0,5796.308558133161,0.0012737041971717655,failure,good,moderate,low,negligible,low,acceptable,failure
2026-03-06T11:52:45.366045,53.22549343109131,-88.90174487127851,0.0,0.0,5723.583376148755,0.0012055368888910234,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:53:00.376143,53.264784812927246,-88.66614425120392,0.0,0.0,5930.848876762622,0.0013736976339880913,failure,good,moderate,low,negligible,low,acceptable,failure
2026-03-06T11:53:05.379570,52.708802223205566,-88.00258446667638,0.0,0.0,5839.294413011532,0.001305361237088687,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:53:15.383382,52.919931411743164,-88.15625154238809,0.0,0.0,5754.628049331022,0.001243559724991572,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:53:25.389230,57.579407691955566,-92.21271049373387,0.0,0.0,5668.297135947406,0.0011873913062567798,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:53:30.390500,58.025875091552734,-92.07713596299492,0.0,0.0,5680.265867152513,0.0011361139531985698,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:53:35.394129,58.83260726928711,-92.8659797752378,0.0,0.0,5810.151744878277,0.0010891113072000191,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:53:40.396844,58.144869804382324,-92.13677312191189,0.0,0.0,5791.397205720089,0.001045867004878076,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:53:45.403103,57.70082473754883,-92.01609081432551,0.0,0.0,5788.379785860423,0.0010059450830272043,success,good,moderate,low,negligible,low,acceptable,success
2026-03-06T11:53:55.404672,57.50256538391113,-91.42078008372175,0.0,0.0,5838.865508997355,0.0009689748394035025,success,good,moderate,low,negligible,low,acceptable,success
